no,word,created_at,updated_at,use,example,part_of_speech,pronunciation,mean
6719,학원,2024-01-04 19:08:00,2024-01-05 10:55:00,Y,"[[""논술 학원."",""지수는 요즘 운전 학원을 다니면서 운전을 배우고 있다."",""우리 학급에는 학원을 통해 선행 학습을 하는 학생이 많다.""]]",명사,[하권],"[""학생을 모집하여 지식, 기술, 예체능 등을 가르치는 사립 교육 기관.""]"
6720,여기,2024-01-04 19:08:00,,Y,"[[""여기가 제가 일하는 곳입니다."",""그쪽에 혼자 서 있지 말고 여기로 와서 앉아."",""옷과 가방은 여기에 올리시고 천천히 검색대를 통과해 주십시오.""],[""여기에서부터 일이 잘못되기 시작하였다."",""문제의 핵심은 누구도 책임지려 하지 않는다는 것, 여기에 있다."",""영화에 어머니가 딸의 잠든 모습을 보며 눈물 흘리는 장면이 있는데 나는 여기가 그렇게 감동적이더라.""]]",대명사,[여기],"[""말하는 사람에게 가까운 곳을 가리키는 말."",""바로 앞에서 이야기한 대상을 가리키는 말.""]"
6721,거기,2024-01-04 19:08:00,,Y,"[[""거기에서 조금만 기다려 주세요."",""거기에 그렇게 서 있지 말고 여기에 와서 앉으세요.""],[""그때 식당 종업원이 자리를 안내해 주면서 거기에 앉게 했어요."",""친구는 우리 회사 근처에서 모임이 있으니 거기서 만나자고 했다.""],[""정말 문제는 거기서 끝나는 게 아니라는 겁니다."",""회사 사람들하고 같이 술을 마시는 것, 거기까지는 좋았다.""],[""저는 거기가 하자는 대로 할게요."",""남의 일에 참견하지 마시고 거기 일이나 잘하세요.""]]",대명사,[거기],"[""듣는 사람에게 가까운 곳을 가리키는 말."",""앞에서 이미 이야기한 곳을 가리키는 말."",""앞에서 이미 이야기한 대상을 가리키는 말."",""(낮잡아 이르는 말로) 너 또는 당신.""]"
6722,저기,2024-01-04 19:08:00,,Y,"[[""저기 보이는 분수 옆 벤치에서 나는 청혼을 받았다."",""우리는 남편 직장이 가까운 저기 연희동에서 신혼집을 차렸다.""]]",대명사,[저기],"[""말하는 사람이나 듣는 사람으로부터 멀리 떨어져 있는 곳을 가리키는 말.""]"
6723,년,2024-01-04 19:08:00,2024-01-05 20:00:00,Y,"[[""나는 스무 살 때부터 마흔 살 때까지 이십 년 동안 서울에서 살았다."",""우리는 일 년에 네 번 정기적으로 모인다."",""그는 대학에 입학해서 한 번도 쉬지 않고 딱 사 년 만에 대학을 졸업하였다.""]]",의존 명사,[년],"[""한 해를 세는 단위.""]"
6724,월,2024-01-04 19:08:00,2024-01-05 10:54:00,Y,"[[""지수는 이번 달이 몇 월인지도 모를 만큼 정신없이 바쁘게 지냈다."",""승규는 시위 운동을 주도했다는 이유로 징역 오 월을 선고 받았다.""]]",의존명사,[월],"[""달을 세는 단위.""]"
6725,일(날이나 날짜를 세는 단위.),2024-01-04 19:08:00,2024-01-05 11:48:00,Y,"[[""삼 일."",""축제는 삼 일 동안이나 계속되었다."",""나는 급한 일이 생겨 여행 날짜를 오 일 뒤로 미뤘다.""]]",의존명사,[일ː],"[""날이나 날짜를 세는 단위.""]"
6726,평일,2024-01-04 19:08:00,2024-01-05 19:59:00,Y,"[[""민준이는 평일 저녁에 친구들과 만날 약속을 했다."",""지수네 가게에는 주말은 물론 평일까지 손님들로 북적였다.""]]",명사,[평일],"[""토요일, 일요일, 공휴일이 아닌 보통 날.""]"
6727,주말,2024-01-04 19:08:00,,Y,"[[""주말은 쉬고 월요일부터 일을 합시다."",""승규는 지난 주말에 여자 친구와 영화를 보았다."",""주말이면 우리 가족은 공원에 산책을 가곤 한다.""]]",명사,[주말],"[""한 주일의 끝.""]"
6728,어제,2024-01-04 19:08:00,,Y,"[[""어제가 내 생일이었는데 오늘에서야 기억이 났다."",""어제는 날씨가 맑았는데 오늘은 비가 내린다.""],[""나를 궁지로 몰아넣은 일로 어제의 친구가 바로 오늘의 원수가 되었다."",""정신을 차리지 않고 돈을 헤프게 쓰다 보면 어제의 부자가 한순간에 오늘의 거지가 될 수 있다.""]]",명사,[어제],"[""오늘의 하루 전날."",""지나간 때.""]"
6729,내일,2024-01-04 19:08:00,,Y,"[[""내일이면 학교 친구들과 헤어진다고 생각하니 눈물이 났다."",""부장님은 이미 퇴근하셨으니 내일이 되어야 만나실 수 있습니다."",""지배인은 내 이력서를 유심히 살펴보더니 내일부터 출근하라고 했다."",""내일도 시간이 많은데 왜 이 일을 꼭 오늘까지 해야 하는지 이해가 되지 않는다.""],[""내일을 이끌 젊은 지도자들에 대해 세계가 주목하고 있다."",""한국의 밝은 내일을 위해서는 교육을 바로잡는 일이 중요하다."",""우리는 다양한 책을 읽으며 내일을 대비하고 있다."",""이 책은 오늘을 진단하는 일보다는 내일의 희망을 제시하는 데 역점을 두었다.""]]",명사,[내일],"[""오늘의 다음 날."",""앞으로 올 날.""]"
6730,낮,2024-01-04 19:08:00,,Y,"[[""여름은 낮이 길고 밤이 짧은 계절이다."",""승규는 낮에는 학비를 벌고 밤에는 공부를 한다."",""보모는 아기 엄마가 직장에서 일하는 낮 동안에만 아기를 돌본다."",""아이는 밤늦게 돌아온 엄마에게 낮에 있었던 일을 종알종알 이야기하였다.""],[""내일 낮에 한때 소나기가 쏟아지겠습니다."",""낮에 낮잠을 잤더니 밤에 잠이 오지 않는다."",""추운 날씨가 낮 동안 많이 풀려서 비교적 포근한 느낌이다.""],[""이 지방은 낮에는 거의 밖에 나갈 수가 없을 정도로 덥다."",""뙤약볕이 쏟아지는 여름 낮에 사람들이 양산을 쓰고 걸어간다.""]]",명사,[낟],"[""해가 뜰 때부터 질 때까지의 동안."",""오후 열두 시가 지나고 저녁이 되기 전까지의 동안."",""오후 열두 시 전후로 해가 하늘에 가장 높이 떠 있는 때.""]"
6731,밤(해가 진 후부터 다음 날 해가 뜨기 전까지의 어두운 동안.),2024-01-04 19:08:00,,Y,"[[""아이가 밤에 갑자기 아파서 응급실에 데려갔다."",""그들은 밤이 되기를 기다렸다가 적진을 습격하기로 했다."",""유민이는 여러 가지 걱정 때문에 밤이 늦도록 잠들 수 없었다."",""한강에는 한여름의 무더운 밤을 시원하게 보내려는 사람들이 가득했다.""]]",명사,[밤],"[""해가 진 후부터 다음 날 해가 뜨기 전까지의 어두운 동안.""]"
6732,오전,2024-01-04 19:08:00,2024-01-05 10:50:00,Y,"[[""오전 두 시."",""우리 회사의 모든 사원들은 오전 여덟 시까지 출근해야 한다."",""그는 무슨 급한 일이 있는지 오전 일곱 시부터 나를 찾아왔다.""]]",명사,[오ː전],"[""밤 열두 시부터 낮 열두 시까지의 동안.""]"
6733,오후,2024-01-04 19:08:00,2024-01-05 10:52:00,Y,"[[""오후 동안."",""그는 해가 뜨는 오전보다는 해가 지는 오후에 집중력이 좋다."",""기상청은 오늘 오후 아홉 시를 기준으로 남해안에 태풍 주의보를 발령했다.""]]",명사,[오ː후],"[""정오부터 밤 열두 시까지의 시간.""]"
6734,새벽,2024-01-04 19:08:00,,Y,"[[""어머니는 이른 새벽부터 내 점심 도시락을 준비하셨다."",""민준은 오늘도 언제나처럼 새벽을 알리는 닭 울음소리를 듣고 일어났다.""],[""새벽 두세 시까지 공부를 했더니 피곤하다."",""민준은 친구들과 술을 마시고 새벽 한 시에 집에 들어왔다.""],[""당 대표들은 힘을 모아 이 나라에 힘찬 새벽을 열자고 약속했다."",""불의에 저항하는 젊은이들의 굳은 의지가 이 시대의 새벽을 알리고 있었다.""]]",명사,[새벽],"[""해가 뜰 즈음."",""아주 이른 오전 시간을 가리키는 말."",""어떤 일의 출발이나 새 시대의 시작.""]"
6735,아침,2024-01-04 19:08:00,,Y,"[[""나는 아침에 커피를 한 잔 마시고 출근 준비를 한다."",""아침마다 타는 버스에는 항상 등교하는 학생들이 가득 차 있다."",""아침에 운동을 하면 해가 떠오르는 것도 볼 수 있고 상쾌한 아침 공기도 마실 수 있어서 좋다.""],[""내 동생은 아침은 굶고 하루에 점심, 저녁 두 끼만 먹는다."",""나는 빵으로 간단하게 아침을 먹은 뒤 하루 일을 시작한다."",""바쁘게 출근 준비를 하다 보면 아침을 거르게 되는 경우가 많다.""]]",명사,[아침],"[""날이 밝아올 때부터 해가 떠올라 하루의 일이 시작될 때쯤까지의 시간."",""아침에 먹는 밥.""]"
6736,점심,2024-01-04 19:08:00,,Y,"[[""아침을 거르고 회사에 온 민준이는 점심 먹기만을 기다렸다."",""고속도로를 운전하던 유민이는 휴게소에 들러서 점심을 간단하게 때웠다.""],[""아침 일찍 일을 시작한 덕분에 점심에는 일을 끝낼 수 있었다."",""점심이 되자 회사 앞 식당은 식사를 하려는 사람들로 북적거렸다.""]]",명사,[점ː심],"[""아침과 저녁 식사 중간에, 낮에 하는 식사."",""하루 중에 해가 가장 높이 떠 있는, 아침과 저녁의 중간이 되는 시간.""]"
6737,저녁,2024-01-04 19:08:00,,Y,"[[""직장인인 남자 친구와 나는 퇴근 후 저녁에 데이트를 한다."",""낮에는 몹시 더웠지만 저녁이 되자 선선한 바람이 불기 시작했다.""],[""날씬한 몸을 만들기 위해 유민이는 저녁도 거르고 운동 중이다."",""사업으로 바쁜 남편은 같이 저녁을 먹을 시간도 없이 일에 몰두하였다.""]]",명사,[저녁],"[""해가 지기 시작할 때부터 밤이 될 때까지의 동안."",""저녁에 먹는 밥.""]"
6738,일어나다,2024-01-04 19:08:00,,Y,"[[""선생님이 강의실 안으로 들어오자 학생들이 일제히 자리에서 일어났다."",""밖에서 무언가 큰 소리가 나자 민준이가 놀란 듯 의자에서 벌떡 일어났다.""],[""나는 오늘 오랜만에 일찍 일어나 아침 운동을 했다."",""아내가 늦잠을 자는 나를 일어나라며 흔들어 깨웠다."",""지수는 아침마다 잘 일어나지 못해서 곧잘 지각을 하곤 한다.""],[""어제 사무실에 도난 사고가 일어나서 많은 물품 피해가 있었다."",""이곳은 전쟁이 일어난 뒤부터 피란을 가는 사람들로 혼란스러워졌다.""],[""승규는 계속되는 엄마의 잔소리에 반항심이 일어났다."",""원만한 합의가 이루어지지 않자 그들 사이에는 갈등이 일어나게 되었다.""],[""김 사장은 불굴의 의지로 망해 가던 사업을 일어나게 했다."",""오빠가 하는 일이 잘 되기 시작하면서 우리 집의 가세가 일어나기 시작했다.""],[""그들은 나라의 독립을 위해 목숨까지 내놓고 일어나 싸웠다."",""탐관오리의 횡포를 참지 못한 백성들이 힘을 합쳐 들고 일어났다.""],[""아이들이 물장구를 치자 크고 작은 물방울들이 마구 일어났다."",""할머니는 여기저기 보푸라기가 일어난 낡은 스웨터를 입고 계셨다.""],[""폭우로 산사태가 일어나 산 아래에 살던 주민들이 많은 피해를 입었다."",""다음 주는 황사 현상이 일어날 예정이므로 건강에 주의하시기 바랍니다.""],[""우리 선수가 골을 넣자 사람들 사이에서 함성이 일어났다."",""공연이 끝나고 배우들이 인사할 때 객석에서 환호성이 일어났다.""],[""이 학파를 중심으로 일어난 학풍은 어느새 전국적으로 퍼지게 되었다."",""전문가들이 이대로라면 다시 한번 경제 위기가 일어날 수도 있다고 전망했다.""],[""며칠 몸살을 앓던 유민이가 힘들게 일어났다."",""할아버지께서 연세가 있으셔서 그런지 좀처럼 병을 떨치고 일어나지 못하셨다.""]]",동사,[이러나다],"[""누워 있다가 앉거나 앉아 있다가 서다."",""잠에서 깨어나다."",""일이나 사건 등이 생기다."",""어떤 감정이나 마음이 생기다."",""약하거나 없던 것이 번성하거나 세지다."",""어떤 일을 위해 몸과 마음을 모아 나서다."",""위로 솟아오르거나 겉으로 부풀어 오르다."",""자연이나 사람 등에게 어떤 현상이 발생하다."",""어떤 소리가 나다."",""사회에 어떤 현상 등이 생기다."",""병을 앓다가 낫다.""]"
6739,세수하다,2024-01-04 19:08:00,,Y,"[[""아이가 어느덧 혼자 머리를 감고 세수할 만큼 자랐다."",""피부가 건조한 사람들은 세수하고 나서 로션을 충분히 바르는 것이 좋다.""]]",동사,[세ː수하다],"[""물로 손이나 얼굴을 씻다.""]"
6740,아침을 먹다,2024-01-04 19:08:00,,Y,,,,
6741,등교하다,2024-01-04 19:08:00,,Y,"[[""매일 아침 만원 버스를 타고 등교하는 길은 지옥 같았다."",""늘 다른 학생들보다 일찍 등교하던 승규가 오늘은 웬일로 지각을 하였다.""]]",동사,[등교하다],"[""학생이 학교에 가다.""]"
6742,수업을 듣다,2024-01-04 19:08:00,,Y,,,,
6743,집에 돌아오다,2024-01-04 19:08:00,,Y,,,,
6744,잠을 자다,2024-01-04 19:08:00,,Y,,,,
6745,하나,2024-01-04 19:08:00,2024-01-05 19:52:00,Y,"[[""열에서 하나를 빼면 구이다."",""요즘 젊은 부부는 아이를 하나만 낳아 기르려고 한다."",""저녁이 되자 아이들은 집으로 돌아가고 아이 하나만 쓸쓸하게 운동장에 남겨졌다.""]]",수사,[하나],"[""숫자를 셀 때 맨 처음의 수.""]"
6746,둘,2024-01-04 19:08:00,,Y,"[[""셋에서 둘을 빼면 하나이다."",""나는 아들 하나와 딸 하나로 자식이 둘이다.""]]",수사,[둘ː],"[""하나에 하나를 더한 수.""]"
6747,셋,2024-01-04 19:08:00,,Y,"[[""열에서 셋을 빼면 일곱이 된다."",""식탁 주위에는 의자가 셋이 있다."",""할아버지는 손자가 셋이고 손녀가 둘이다.""]]",수사,[섿ː],"[""둘에 하나를 더한 수.""]"
6748,넷,2024-01-04 19:08:00,,Y,"[[""다섯에서 넷을 빼면 하나이다."",""다들 집에 가고 남은 사람은 나와 승규, 민준이, 지수, 이렇게 넷뿐이었다.""]]",수사,[넫ː],"[""셋에 하나를 더한 수.""]"
6749,다섯,2024-01-04 19:08:00,,Y,"[[""이사를 하려면 최소한 사람이 다섯은 필요했다."",""우리 가족은 엄마, 아빠, 형, 동생, 나, 이렇게 다섯이다.""]]",수사,[다섣],"[""넷에 하나를 더한 수.""]"
6750,여섯,2024-01-04 19:08:00,,Y,"[[""열에서 여섯을 빼면 넷이 된다."",""다섯 살이던 아이는 올해 여섯이 된다."",""요금이 사천 원이 나와 만 원을 냈더니 천 원짜리 지폐 여섯을 받았다.""]]",수사,[여섣],"[""다섯에 하나를 더한 수.""]"
6751,일곱,2024-01-04 19:08:00,,Y,"[[""내가 가르치는 학생은 남학생 셋에 여학생 넷으로 모두 일곱이다."",""그날 모인 사람은 모두 일곱인데 의자는 다섯 개밖에 없어서 둘은 서 있었다.""]]",수사,[일곱],"[""여섯에 하나를 더한 수.""]"
6752,여덟,2024-01-04 19:08:00,,Y,"[[""이에 여덟을 더하면 열이 된다."",""아이는 손가락을 꼽으며 여덟을 세었다."",""딸아이가 여덟이 되었으니 이제 초등학교에 보내셔야겠네요.""]]",수사,[여덜],"[""일곱에 하나를 더한 수.""]"
6753,아홉,2024-01-04 19:08:00,,Y,"[[""열에서 아홉을 빼면 하나가 된다."",""이 문제는 너무 어려워서 열에 아홉은 풀지 못한다."",""요금이 천 원이 나와 만 원을 냈더니 천 원짜리 지폐 아홉을 받았다.""]]",수사,[아홉],"[""여덟에 하나를 더한 수.""]"
6754,열,2024-01-04 19:08:00,,Y,"[[""지수는 나이가 열이 될 때까지 할머니 댁에 살았다."",""나는 술래가 되어 친구들이 다 숨을 때까지 열을 세었다.""]]",수사,[열ː],"[""아홉에 하나를 더한 수.""]"
6755,열하나,2024-01-04 19:08:00,,Y,,,,
6756,열둘,2024-01-04 19:08:00,,Y,,,,
6757,시,2024-01-04 19:08:00,2024-01-05 11:45:00,Y,"[[""세 시."",""지금이 몇 시인가요?"",""우리 다섯 시에 학교 앞에서 만나자.""]]",의존명사,[시ː],"[""하루를 스물넷으로 나누었을 때 그 하나를 나타내는 시간의 단위.""]"
6758,분,2024-01-04 19:08:00,2024-01-05 11:44:00,Y,"[[""구 분 오십 초."",""보고서를 한 시간 동안 60자 정도 썼다는 것은 거의 일 분에 한 자를 쓴 셈이다."",""민준이를 만나기로 한 시간까지 아직도 구십 분, 즉 한 시간 반이나 남아 있었다.""]]",의존명사,[분],"[""한 시간의 60분의 1을 나타내는 시간의 단위.""]"
6759,한 시,2024-01-04 19:08:00,,Y,,,,
6760,두 시,2024-01-04 19:08:00,,Y,,,,
6761,세 시,2024-01-04 19:08:00,,Y,,,,
6762,네 시,2024-01-04 19:08:00,,Y,,,,
6763,열한 시,2024-01-04 19:08:00,,Y,,,,
6764,열두 시,2024-01-04 19:08:00,,Y,,,,
6765,십,2024-01-04 19:08:00,2024-03-06 11:37:00,Y,"[[""십을 오로 나누면 이가 된다."",""십은 칠보다 삼이 더 큰 수이다."",""세 살 난 우리 아들은 벌써 십까지 셀 수 있다.""]]",수사,[십],"[""구에 일을 더한 수.""]"
6766,이십,2024-01-04 19:08:00,,Y,"[[""십에 십을 더하면 이십이다."",""항상 아이 같던 동생도 나이가 이십을 넘더니 제법 어른스러워졌다.""]]",수사,[이ː십],"[""십의 두 배가 되는 수.""]"
6767,삼십,2024-01-04 19:08:00,,Y,"[[""여름이 되자 온도계의 눈금이 삼십이 넘는 날이 많아졌다."",""지수는 십, 이십, 삼십, 사십을 손가락으로 꼽으며 값을 계산하였다.""]]",수사,[삼십],"[""십의 세 배가 되는 수.""]"
6768,사십,2024-01-04 19:08:00,,Y,"[[""다섯에 여덟을 곱하면 사십이다."",""김 사장 혼자 시작한 회사가 이제는 직원 수가 삼십이 넘어 사십이나 된다.""]]",수사,[사ː십],"[""십의 네 배가 되는 수.""]"
6769,오십,2024-01-04 19:08:00,,Y,"[[""오십에 다시 오십을 더해서 백이 되었다."",""아버지는 이제 오십에서 육십이 다 되어 간다며 은퇴를 생각하셨다.""]]",수사,[오ː십],"[""십의 다섯 배가 되는 수.""]"
6770,육십,2024-01-04 19:08:00,,Y,"[[""내 나이가 서른이니 육십이 되신 아버지 나이의 딱 절반이 된 셈이다."",""어느덧 육십을 바라보시는 어머니의 머리에 부쩍 흰머리가 많아졌다.""]]",수사,[육씹],"[""십의 여섯 배가 되는 수.""]"
6771,칠십,2024-01-04 19:08:00,,Y,"[[""백에서 삼십을 빼면 칠십이다."",""우리 조카는 벌써 칠십까지 셀 줄 안다고 한다."",""할아버지는 칠십의 나이에도 젊은이처럼 건강하시다.""]]",수사,[칠씹],"[""십의 일곱 배가 되는 수.""]"
6772,팔십,2024-01-04 19:08:00,,Y,"[[""그녀는 팔십에 이십을 더해 백 개의 물건을 그에게 주었다."",""우리 할아버지는 팔십이 넘은 나이임에도 매우 건강하시다.""]]",수사,[팔씹],"[""십의 여덟 배가 되는 수.""]"
6773,구십,2024-01-04 19:08:00,,Y,"[[""구십에 십을 더하면 백이 된다."",""우리 할아버지는 연세가 구십이 다 되어 가신다.""]]",수사,[구십],"[""십의 아홉 배가 되는 수.""]"
6774,백,2024-01-04 19:08:00,2024-01-05 19:51:00,Y,"[[""동창회에 모인 인원이 백을 넘었다."",""우리 팀은 백이면 백 모든 경기에서 승리하였다.""]]",수사,[백],"[""십의 열 배가 되는 수.""]"
6775,십 분,2024-01-04 19:08:00,,Y,,,,
6776,이십 분,2024-01-04 19:08:00,,Y,,,,
6777,삼십 분,2024-01-04 19:08:00,,Y,,,,
6778,반(일이나 물건의 중간쯤 되는 부분.),2024-01-04 19:08:00,2024-01-05 10:41:00,Y,"[[""지수는 소주잔에 술을 반쯤 따른 후 단숨에 쭉 들이켰다."",""아이들이 선생님을 따라 색종이를 반으로 접었다.""]]",명사,[반ː],"[""일이나 물건의 중간쯤 되는 부분.""]"
6779,아홉 시 십 분,2024-01-04 19:08:00,,Y,,,,
6780,열한 시 삼십 분,2024-01-04 19:08:00,,Y,,,,
6781,열한 시 반,2024-01-04 19:08:00,,Y,,,,
6782,버스,2024-01-04 19:08:00,,Y,"[[""승규는 버스를 타고 학교에 다닌다."",""우리 집은 버스 정류장과 지하철역이 가까이 있어서 아주 편리하다."",""어머니는 결혼식에 초대한 손님들을 위해 전세 버스를 세 대 빌리셨다.""]]",명사,[버스],"[""돈을 받고 정해진 길을 다니며 많은 사람을 실어 나르는 큰 자동차.""]"
6783,지하철,2024-01-04 19:08:00,,Y,"[[""학교에서 지하철 역까지는 걸어서 5분 정도이다."",""교통 체증이 심한 도시에서 지하철은 매우 편리하고 중요한 교통수단이다."",""폭우로 인해 역 대부분이 침수되어 지하철을 이용하는 시민들이 큰 불편을 겪었다.""],[""최근 우리 집 앞으로 지하철이 부설되면서 교통이 매우 편해졌다."",""오늘은 서울의 땅 밑으로 지하철이 개통된 지 삼십 주년이 되는 날이다."",""세계의 많은 도시에서는 지하철을 건설하여 도시의 지상 교통난을 해소하고 있다.""]]",명사,[지하철],"[""지하 철도로 다니는 전동차."",""땅속에 굴을 파서 설치한 철도.""]"
6784,택시,2024-01-04 19:08:00,,Y,"[[""택시 기사가 길을 잘못 찾아서 요금이 많이 나왔다."",""버스는 끊겼지만 새벽에도 택시들이 도로를 달리고 있다."",""약속에 늦어서 버스를 타지 않고 택시를 타고 약속 장소에 갔다."",""수업에 늦을까 봐 나는 택시 운전사에게 빨리 가 달라고 부탁하였다.""]]",명사,[택시],"[""돈을 받고 손님이 원하는 곳까지 태워 주는 일을 하는 승용차.""]"
6785,자전거,2024-01-04 19:08:00,,Y,"[[""엄마는 시장에 갈 때 자전거를 타고 다니신다."",""아이들은 서로 앞서 가려고 자전거 발판을 힘차게 돌렸다."",""승규는 여자 친구를 자전거 뒤에 태우고 공원 안을 돌았다."",""오빠는 자전거 타는 법을 가르쳐 준다면서 뒤에서 자전거를 잡아 주었다.""]]",명사,[자전거],"[""사람이 올라타고 두 발로 발판을 밟아 바퀴를 굴려서 나아가는 탈것.""]"
6786,비행기,2024-01-04 19:09:00,,Y,"[[""서울발 뉴욕행 비행기를 예약하고 싶습니다."",""국제선 비행기를 타려면 공항에 2시간 전에 도착하는 게 안전합니다.""]]",명사,[비행기],"[""사람이나 물건을 싣고 하늘을 날아다니는 탈것.""]"
6787,고속버스,2024-01-04 19:09:00,,Y,"[[""나는 멀미가 심한 편이라 되도록 고속버스는 피하려고 노력한다."",""나는 항상 고속버스를 타기 전에 시간부터 알아본 뒤에 미리 표를 구입한다.""]]",명사,[고속버스],"[""주로 고속 도로를 이용하여 먼 거리를 빠른 속도로 다니는 버스.""]"
6788,기차,2024-01-04 19:09:00,,Y,"[[""명절에 고향으로 가는 사람들이 설레는 표정으로 기차에 오르고 있습니다."",""폭설로 인해 서울행 기차가 연착되었다는 안내 방송이 나왔다."",""민준이는 기차 출발 시간이 얼마 안 남아서 플랫폼으로 뛰기 시작했다.""]]",명사,[기차],"[""사람이나 물건을 싣고 연료의 힘으로 철도 위를 달리는, 길이가 긴 차.""]"
6789,KTX,2024-01-04 19:09:00,,Y,,,,
6790,배(사람이나 물건을 싣고 물 위를 다니는 교통수단.),2024-01-04 19:09:00,2024-01-05 15:49:00,Y,"[[""배가 나아가다."",""태풍이 심해 이틀째 배가 뜨지 못하고 있다."",""새벽 바다에는 오징어잡이 배 한 척만이 불을 밝히고 떠 있을 뿐이었다.""]]",명사,[배],"[""사람이나 물건을 싣고 물 위를 다니는 교통수단.""]"
6791,정류장,2024-01-04 19:09:00,,Y,"[[""버스는 정류장마다 정차해서 사람들을 태웠다."",""정류장은 버스를 기다리는 사람들로 발 딛을 틈이 없었다."",""출근길에 지하철이 고장 나자 사람들이 택시 정류장으로 몰렸다.""]]",명사,[정뉴장],"[""사람이 타고 내릴 수 있게 버스나 택시 등이 멈추는 장소.""]"
6792,지하철역,2024-01-04 19:09:00,,Y,"[[""우리 집은 지하철역과 가까워서 교통이 편리하다."",""학교에서 지하철역까지는 상당한 거리라서 한참을 걸어야 한다."",""나는 지하철역에 도착하자마자 급히 승강장으로 내려갔으나 열차는 이미 떠나고 없었다.""]]",명사,[지하철력],"[""지하철을 타고 내리는 곳.""]"
6793,공항,2024-01-04 19:09:00,,Y,"[[""미국행 비행기가 공항에서 이륙하고 있다."",""공항 안에서는 폭우로 비행기의 출발이 지연된다는 안내 방송이 나왔다.""]]",명사,[공항],"[""비행기가 내리고 뜨기 위한 시설이 마련된 장소.""]"
6794,터미널,2024-01-04 19:09:00,,Y,"[[""기차가 터미널에 도착하자 승객들은 짐을 챙겨서 밖으로 나왔다."",""고속버스 터미널은 추석을 맞아 고향에 내려가는 사람들로 북적였다.""]]",명사,[터미널],"[""비행기나 기차, 버스 등의 여러 노선이 모여 있는, 주로 첫 번째나 마지막 역.""]"
6795,타다,2024-01-04 19:09:00,2024-01-05 11:36:00,Y,"[[""가마를 탄 새색시."",""이 버스에 탄 사람들은 모두 서울로 가는 사람들이다."",""관광객들은 말을 타고 돌아다니며 주변 경치를 감상했다.""]]",동사,[타다],"[""탈것이나 탈것으로 이용하는 짐승의 몸 위에 오르다.""]"
6804,목요일,2024-01-04 19:09:00,,Y,"[[""새 프로그램은 매주 목요일 저녁 일곱 시에 방영될 예정이다."",""지수는 금요일 수업의 발표 과제를 전날인 목요일 저녁 늦게까지 준비하였다.""]]",명사,[모교일],"[""월요일을 기준으로 한 주의 넷째 날.""]"
6805,금요일,2024-01-04 19:09:00,,Y,"[[""우리 회사는 금요일부터 일요일까지 일주일에 삼 일이나 쉰다."",""나는 매주 금요일 저녁마다 친구들과 놀면서 한 주 동안 쌓인 스트레스를 풀었다.""]]",명사,[그묘일],"[""월요일을 기준으로 한 주의 다섯째 날.""]"
6806,토요일,2024-01-04 19:09:00,,Y,"[[""토요일에는 다음 날 학교에 가지 않아도 된다는 생각에 부담 없이 놀 수 있다."",""일주일에 오 일만 일하는 회사가 늘어나면서 토요일에 교외로 나가는 사람들이 많아졌다.""]]",명사,[토요일],"[""월요일을 기준으로 한 주의 여섯째 날.""]"
6807,일요일,2024-01-04 19:09:00,,Y,"[[""나는 매주 일요일 오전에 교회에 간다."",""형은 일요일 저녁마다 다음 주의 계획을 세운다."",""토요일과 일요일에 너무 열심히 놀았더니 월요일이 힘들다.""]]",명사,[이료일],"[""월요일을 기준으로 한 주의 마지막 날.""]"
6808,이번 주,2024-01-04 19:09:00,,Y,,,,
6809,다음 주,2024-01-04 19:09:00,,Y,,,,
6810,다음 달,2024-01-04 19:09:00,,Y,,,,
6811,쉬는 시간,2024-01-04 19:09:00,,Y,,,,
6986,조심하다,2024-01-04 19:09:00,,Y,"[[""그는 넘어지지 않으려고 얼음 위를 조심해서 걸었다."",""나이가 들면 아무리 건강한 사람이라도 늘 건강에 조심해야 한다."",""요즘 학교 앞에서 사고가 많이 나고 있으니 모두들 조심해 주세요!"",""승규는 자신이 들은 비밀이 혹시라도 새어 나갈까 봐 늘 말을 조심했다."",""사고로 죽을 뻔했던 그는 다시는 사고를 당하지 않기 위해 매사에 조심하고 있다.""]]",동사,[조ː심하다],"[""좋지 않은 일을 겪지 않도록 말이나 행동 등에 주의를 하다.""]"
6987,사물함을 정리하다,2024-01-04 19:09:00,,Y,,,,
6988,차례를 지키다,2024-01-04 19:09:00,,Y,,,,
6989,양보하다,2024-01-04 19:09:00,,Y,"[[""소방차나 구급차에 길을 양보하지 않으면 과태료를 내야 한다."",""나는 화장실에서 줄을 설 때 용무가 아주 급한 사람이나 어린이에게는 차례를 양보한다.""],[""김 선생님은 위원장 자리를 이 후보에게 양보했다."",""이번에는 절대 우승을 다른 팀에게 양보하지 않겠습니다!""],[""상대가 양보하기만을 바라면 안 된다."",""세상에 언제까지나 희생하고 양보하기만 할 수 있는 사람은 없다."",""부부를 서로의 차이를 이해하고 양보하고 대화하는 것이 중요하다.""]]",동사,[양ː보하다],"[""다른 사람을 위해 자리나 물건 등을 내주거나 넘겨주다."",""다른 사람을 위해 자기 자신의 이익을 포기하다."",""자신의 생각이나 주장을 굽혀 남의 의견을 따르다.""]"
